,상품명,url,가격,성별,대분류 이름,중분류 이름,대분류 번호,중분류 번호
600,우먼즈 오버사이즈 블레이저 [그레이],https://www.musinsa.com/app/goods/1618309,83900,"
여
",아우터,슈트/블레이저재킷,002,002003
601,무신사 스탠다드 미세먼지 마스크 KF94 20팩 [블랙],https://www.musinsa.com/app/goods/1693142,23900,"
남
여
",액세서리,마스크,011,011015
602,릴렉스 핏 크루 넥 반팔 티셔츠 [라임],https://www.musinsa.com/app/goods/996183,15900,"
남
",상의,반소매티셔츠,001,001001
603,라이트웨이트 테이퍼드 치노 팬츠 [라이트 그레이],https://www.musinsa.com/app/goods/1342826,29900,"
남
",바지,코튼팬츠,003,003007
604,[쿨탠다드] 릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],https://www.musinsa.com/app/goods/1388776,19900,"
남
",상의,반소매티셔츠,001,001001
605,캐시미어 블렌드 오버사이즈 발마칸 코트 [블랙],https://www.musinsa.com/app/goods/2116411,199900,"
남
",아우터,겨울싱글코트,002,002007
606,테이퍼드 크롭 데님 팬츠 [라이트 인디고],https://www.musinsa.com/app/goods/2007393,49900,"
남
",바지,데님팬츠,003,003002
607,[쿨탠다드] 세미 와이드 히든 밴딩 슬랙스 [라이트 베이지...,https://www.musinsa.com/app/goods/2371966,41900,"
남
",바지,슈트팬츠/슬랙스,003,003008
608,크루 넥 긴팔 티셔츠 [아보카도],https://www.musinsa.com/app/goods/1144988,19900,"
남
",상의,긴소매티셔츠,001,001010
609,[쿨탠다드] 릴렉스드 슬리브리스 탑 2팩,https://www.musinsa.com/app/goods/2976551,33800,"
남
",상의,민소매티셔츠,001,001011
610,[쿨탠다드] 테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이...,https://www.musinsa.com/app/goods/2371963,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
611,[쿨탠다드] 우먼즈 와이드 히든 밴딩 슬랙스 [블랙],https://www.musinsa.com/app/goods/1960628,43900,"
여
",바지,슈트팬츠/슬랙스,003,003008
612,릴렉스드 데님 트러커 재킷 [라이트 인디고],https://www.musinsa.com/app/goods/1337096,69900,"
남
",아우터,트러커재킷,002,002017
613,세미 와이드 히든 밴딩 슬랙스 [라이트 베이지],https://www.musinsa.com/app/goods/1669797,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
614,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],https://www.musinsa.com/app/goods/1231416,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
615,유틸리티 쇼츠 [머스터드],https://www.musinsa.com/app/goods/1020897,23900,"
남
",바지,숏팬츠,003,003009
616,BDU 재킷 [블랙],https://www.musinsa.com/app/goods/1295837,63900,"
남
",아우터,트러커재킷,002,002017
617,와이드 히든 밴딩 슬랙스 [크림],https://www.musinsa.com/app/goods/1249103,41900,"
남
",바지,슈트팬츠/슬랙스,003,003008
618,레플리카 퍼티그 팬츠 [베이지],https://www.musinsa.com/app/goods/1627891,43900,"
남
",바지,코튼팬츠,003,003007
619,폰테 릴렉스 핏 크루 넥 반팔 티셔츠 2팩,https://www.musinsa.com/app/goods/2034139,43800,"
남
",상의,반소매티셔츠,001,001001
620,헤비웨이트 스웨트 팬츠 [블랙],https://www.musinsa.com/app/goods/1642810,43900,"
남
",바지,트레이닝/조거팬츠,003,003004
621,헤비웨이트 오버사이즈 후디드 스웨트 집업 [미디엄 그레이]...,https://www.musinsa.com/app/goods/1642916,43900,"
남
",아우터,후드집업,002,002022
622,헤비웨이트 속기모 테이퍼드 히든 밴딩 10부 슬랙스 [블랙...,https://www.musinsa.com/app/goods/1670229,53900,"
남
",바지,슈트팬츠/슬랙스,003,003008
623,스케이트 삭스 5팩  [화이트/컬러],https://www.musinsa.com/app/goods/958997,17900,"
남
여
",양말/레그웨어,양말,008,008001
624,오픈 칼라 쇼트 슬리브 셔츠 [네이비],https://www.musinsa.com/app/goods/1063858,31900,"
남
",상의,셔츠/블라우스,001,001002
625,크루 넥 7부 티셔츠 [화이트],https://www.musinsa.com/app/goods/996515,17900,"
남
",상의,반소매티셔츠,001,001001
626,라이트웨이트 테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],https://www.musinsa.com/app/goods/1323985,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
627,우먼즈 베이식 블레이저 [블랙],https://www.musinsa.com/app/goods/1803462,79900,"
여
",아우터,슈트/블레이저재킷,002,002003
628,캐시미어 블렌드 오버사이즈 더블 코트 [블랙],https://www.musinsa.com/app/goods/879625,189900,"
남
",아우터,겨울더블코트,002,002024
629,플랫 테리 라운지 스웨트 팬츠 [블랙],https://www.musinsa.com/app/goods/2397541,35900,"
남
",바지,트레이닝/조거팬츠,003,003004
630,베이식 블레이저 [미디엄 그레이],https://www.musinsa.com/app/goods/1167429,79900,"
남
",아우터,슈트/블레이저재킷,002,002003
631,[프리미엄] KIPAS 스트레이트 데님 팬츠 [미디엄 인디...,https://www.musinsa.com/app/goods/2028335,79900,"
남
",바지,데님팬츠,003,003002
632,세미 와이드 히든 밴딩 슬랙스 [더스티 베이지],https://www.musinsa.com/app/goods/1254403,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
633,[그린] 리사이클 라이트웨이트 크루 삭스 7팩 [화이트/블...,https://www.musinsa.com/app/goods/2477854,19900,"
남
여
",양말/레그웨어,양말,008,008001
634,대디 숄더 오버사이즈 블레이저 [블랙],https://www.musinsa.com/app/goods/1850100,87900,"
남
",아우터,슈트/블레이저재킷,002,002003
635,우먼즈 크롭 후디드 스웨트 집업 [미디엄 그레이],https://www.musinsa.com/app/goods/1324102,41900,"
여
",아우터,후드집업,002,002022
636,스트라이프 릴렉스드 크루 넥 반팔 티셔츠 [블랙],https://www.musinsa.com/app/goods/2390732,25900,"
남
",상의,반소매티셔츠,001,001001
637,헤비웨이트 속기모 와이드 히든 밴딩 슬랙스 [블랙],https://www.musinsa.com/app/goods/1670232,47900,"
남
",바지,슈트팬츠/슬랙스,003,003008
638,우먼즈 데님 미니 스커트 [워시드 블랙],https://www.musinsa.com/app/goods/1944554,36900,"
여
",스커트,미니스커트,022,022001
639,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],https://www.musinsa.com/app/goods/1231420,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
640,[쿨탠다드] 와이드 히든 밴딩 슬랙스 [블랙],https://www.musinsa.com/app/goods/1989228,43900,"
남
",바지,슈트팬츠/슬랙스,003,003008
641,레이어드 크루 넥 긴팔 티셔츠_일반 기장 [화이트],https://www.musinsa.com/app/goods/2705733,19900,"
남
",상의,긴소매티셔츠,001,001010
642,원 턱 레귤러 핏 치노 팬츠 [카키],https://www.musinsa.com/app/goods/2069527,41900,"
남
",바지,코튼팬츠,003,003007
643,오버사이즈 폴라 플리스 하이넥 재킷 [블랙],https://www.musinsa.com/app/goods/2100470,43900,"
남
",아우터,플리스/뽀글이,002,002023
644,라이트웨이트 세미 와이드 히든 밴딩 슬랙스 [차콜 그레이]...,https://www.musinsa.com/app/goods/1312036,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
645,우먼즈 릴렉스드 크루 넥 긴팔 티셔츠 [블랙],https://www.musinsa.com/app/goods/1629100,18900,"
여
",상의,긴소매티셔츠,001,001010
646,리얼 와이드 히든 밴딩 슬랙스 [다크 브라운],https://www.musinsa.com/app/goods/1464934,43900,"
남
",바지,슈트팬츠/슬랙스,003,003008
647,라이트웨이트 크루 삭스 10팩 [화이트],https://www.musinsa.com/app/goods/1986029,27900,"
남
여
",양말/레그웨어,양말,008,008001
648,베이식 옥스포드 셔츠 [그레이],https://www.musinsa.com/app/goods/728002,33900,"
남
",상의,셔츠/블라우스,001,001002
649,오버사이즈 디태처블 후드 MA-1 보머 재킷 [블랙],https://www.musinsa.com/app/goods/2108673,129900,"
남
",아우터,블루종/MA-1,002,002001
650,테이퍼드 히든 밴딩 10부 슬랙스 [블랙],https://www.musinsa.com/app/goods/1168907,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
651,와이드 히든 밴딩 슬랙스 [베이지],https://www.musinsa.com/app/goods/1999996,41900,"
남
",바지,슈트팬츠/슬랙스,003,003008
652,미니멀 크루 넥 니트 [크림],https://www.musinsa.com/app/goods/1628945,69900,"
남
",상의,니트/스웨터,001,001006
653,폰테 크루 넥 긴팔 티셔츠 [크림],https://www.musinsa.com/app/goods/1190265,24900,"
남
",상의,긴소매티셔츠,001,001010
654,[쿨탠다드] 와이드 히든 밴딩 슬랙스 [그레이],https://www.musinsa.com/app/goods/2518486,43900,"
남
",바지,슈트팬츠/슬랙스,003,003008
655,원 턱 와이드 라운지 스웨트 팬츠 [미디엄 그레이],https://www.musinsa.com/app/goods/2307746,40900,"
남
",바지,트레이닝/조거팬츠,003,003004
656,솔리드 스케이트 삭스 7팩 [화이트],https://www.musinsa.com/app/goods/1102048,22900,"
남
여
",양말/레그웨어,양말,008,008001
657,나일론 이지 쇼츠_7.5인치 [블랙],https://www.musinsa.com/app/goods/1034119,29900,"
남
",바지,숏팬츠,003,003009
658,[쿨탠다드] 슬림 크롭 데님 팬츠 [블랙],https://www.musinsa.com/app/goods/1357810,51900,"
남
",바지,데님팬츠,003,003002
659,폴라 플리스 스웨트 팬츠 [블랙],https://www.musinsa.com/app/goods/1180383,31900,"
남
",바지,트레이닝/조거팬츠,003,003004
660,폰테 크루 넥 긴팔 티셔츠 [다크 브라운],https://www.musinsa.com/app/goods/1190272,24900,"
남
",상의,긴소매티셔츠,001,001010
661,우먼즈 와이드 히든 밴딩 슬랙스 [미디엄 그레이],https://www.musinsa.com/app/goods/2093494,41900,"
여
",바지,슈트팬츠/슬랙스,003,003008
662,트랜스폼 라운드 넥 라이트 다운 베스트 [블랙],https://www.musinsa.com/app/goods/1114785,49900,"
남
",아우터,패딩베스트,002,002016
663,[쿨탠다드] 크루 넥 긴팔 티셔츠 [화이트],https://www.musinsa.com/app/goods/1383817,21900,"
남
",상의,긴소매티셔츠,001,001010
664,라이트웨이트 베이식 블레이저 [차콜 그레이],https://www.musinsa.com/app/goods/1312175,79900,"
남
",아우터,슈트/블레이저재킷,002,002003
665,라이트웨이트 와이드 히든 밴딩 슬랙스 [미디엄 그레이],https://www.musinsa.com/app/goods/1296311,41900,"
남
",바지,슈트팬츠/슬랙스,003,003008
666,우먼즈 크루 넥 크롭 반팔 티셔츠 [화이트],https://www.musinsa.com/app/goods/1417715,12900,"
여
",상의,반소매티셔츠,001,001001
667,[힛탠다드 이벤트] [힛탠다드] 맨즈 타이즈_이너 웨어 [...,https://www.musinsa.com/app/goods/1639238,13900,"
남
",속옷,홈웨어,026,026005
668,릴렉스 핏 크루 넥 반팔 티셔츠 [브라운],https://www.musinsa.com/app/goods/1117545,15900,"
남
",상의,반소매티셔츠,001,001001
669,레귤러 핏 데님 팬츠 [미디엄 인디고],https://www.musinsa.com/app/goods/1322220,49900,"
남
",바지,데님팬츠,003,003002
670,오버사이즈 옥스포드 셔츠 [화이트],https://www.musinsa.com/app/goods/2093486,39900,"
남
",상의,셔츠/블라우스,001,001002
671,나일론 이지 쇼츠_5.5인치 [베이지],https://www.musinsa.com/app/goods/1388473,29900,"
남
",바지,숏팬츠,003,003009
672,솔리드 스케이트 삭스 7팩 [블랙],https://www.musinsa.com/app/goods/1102049,22900,"
남
여
",양말/레그웨어,양말,008,008001
673,스웨트 팬츠 [멜란지 라이트 그레이],https://www.musinsa.com/app/goods/1801820,31900,"
남
",바지,트레이닝/조거팬츠,003,003004
674,릴렉스드 테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이]...,https://www.musinsa.com/app/goods/2032903,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
675,와이드 스프레드 칼라 드레스 셔츠 [화이트],https://www.musinsa.com/app/goods/1333644,33900,"
남
",상의,셔츠/블라우스,001,001002
676,와이드 히든 밴딩 슬랙스 [차콜 그레이],https://www.musinsa.com/app/goods/1222183,41900,"
남
",바지,슈트팬츠/슬랙스,003,003008
677,플러피 룸 슈즈 [브라운],https://www.musinsa.com/app/goods/1242043,16900,"
남
여
",신발,슬리퍼,005,005018
678,릴렉스 핏 실키 셔츠 [화이트],https://www.musinsa.com/app/goods/983818,29900,"
남
",상의,셔츠/블라우스,001,001002
679,쇼트 삭스 7팩 [블랙],https://www.musinsa.com/app/goods/1094836,15900,"
남
여
",양말/레그웨어,양말,008,008001
680,미니멀 모크 넥 니트 [블랙],https://www.musinsa.com/app/goods/1629142,69900,"
남
",상의,니트/스웨터,001,001006
681,우먼즈 와이드 데님 팬츠 [미디엄 인디고],https://www.musinsa.com/app/goods/1357771,49900,"
여
",바지,데님팬츠,003,003002
682,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],https://www.musinsa.com/app/goods/1231413,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
683,헤비웨이트 오버사이즈 스웨트셔츠 [네이비],https://www.musinsa.com/app/goods/1642896,39900,"
남
",상의,맨투맨/스웨트셔츠,001,001005
684,리버서블 쉐르파 플리스 하이넥 재킷 [아이보리/블랙],https://www.musinsa.com/app/goods/2100466,80900,"
남
",아우터,플리스/뽀글이,002,002023
685,테이퍼드 치노 팬츠 [블랙],https://www.musinsa.com/app/goods/743456,39900,"
남
",바지,코튼팬츠,003,003007
686,베이식 크루 넥 반팔 티셔츠 2팩,https://www.musinsa.com/app/goods/2050094,27800,"
남
",상의,반소매티셔츠,001,001001
687,플러피 룸 슈즈 [블랙],https://www.musinsa.com/app/goods/1242041,16900,"
남
여
",신발,슬리퍼,005,005018
688,[쿨탠다드] 스트레이트 데님 팬츠 [라이트 인디고],https://www.musinsa.com/app/goods/2447804,53900,"
남
",바지,데님팬츠,003,003002
689,[깡스타일리스트 컬래버] 라운드 스퀘어 첼시 부츠 [블랙]...,https://www.musinsa.com/app/goods/2816816,159900,"
남
여
",신발,부츠,005,005011
690,브이넥 라이트 다운 베스트 [차콜 그레이],https://www.musinsa.com/app/goods/895052,49900,"
남
",아우터,패딩베스트,002,002016
691,우먼즈 플루이드 슬림 스트레이트 슬랙스 [블랙],https://www.musinsa.com/app/goods/1348068,39900,"
여
",바지,슈트팬츠/슬랙스,003,003008
692,폰테 터틀 넥 긴팔 티셔츠 [크림],https://www.musinsa.com/app/goods/1190279,26900,"
남
",상의,긴소매티셔츠,001,001010
693,우먼즈 와이어리스 브라 [블랙],https://www.musinsa.com/app/goods/803035,23900,"
여
",속옷,여성속옷상의,026,026001
694,투 턱 와이드 치노 팬츠 [베이지],https://www.musinsa.com/app/goods/2602299,45900,"
남
",바지,코튼팬츠,003,003007
695,페이크 삭스 7팩 [블랙],https://www.musinsa.com/app/goods/792920,16900,"
남
여
",양말/레그웨어,양말,008,008001
696,[쿨탠다드] 릴렉스 핏 크루 넥 반팔 티셔츠 [다크 그레이...,https://www.musinsa.com/app/goods/1388777,19900,"
남
",상의,반소매티셔츠,001,001001
697,기모 후디드 스웨트셔츠 [미디엄 그레이],https://www.musinsa.com/app/goods/1629068,42900,"
남
",상의,후드티셔츠,001,001004
698,[구교환 착용 상품] 세미 와이드 슬릿 히든 밴딩 슬랙스 ...,https://www.musinsa.com/app/goods/1224170,41900,"
남
",바지,슈트팬츠/슬랙스,003,003008
699,우먼즈 와이드 히든 밴딩 슬랙스 [그레이],https://www.musinsa.com/app/goods/1595986,41900,"
여
",바지,슈트팬츠/슬랙스,003,003008
700,우먼즈 와이어리스 브라 [라이트 베이지],https://www.musinsa.com/app/goods/803036,23900,"
여
",속옷,여성속옷상의,026,026001
701,다운 푸퍼 숏 패딩 재킷 [더스티 베이지],https://www.musinsa.com/app/goods/1152522,119900,"
남
",아우터,숏패딩/숏헤비아우터,002,002012
702,스웨트 팬츠 [블랙],https://www.musinsa.com/app/goods/947201,31900,"
남
",바지,트레이닝/조거팬츠,003,003004
703,와이드 레플리카 퍼티그 팬츠 [카키],https://www.musinsa.com/app/goods/2602320,49900,"
남
",바지,코튼팬츠,003,003007
704,우먼즈 플루이드 블레이저 [블랙],https://www.musinsa.com/app/goods/1343223,79900,"
여
",아우터,슈트/블레이저재킷,002,002003
705,코듀라 빅 사이즈 백팩 [블랙],https://www.musinsa.com/app/goods/1604110,43900,"
남
여
",가방,백팩,004,004001
706,라이트웨이트 세미 와이드 히든 밴딩 슬랙스 [크림],https://www.musinsa.com/app/goods/1312044,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
707,와이드 히든 밴딩 슬랙스 [네이비],https://www.musinsa.com/app/goods/1222182,41900,"
남
",바지,슈트팬츠/슬랙스,003,003008
708,우먼즈 스웨트 팬츠 [블랙],https://www.musinsa.com/app/goods/1324410,31900,"
여
",바지,트레이닝/조거팬츠,003,003004
709,레귤러 핏 데님 팬츠 [워시드 블랙],https://www.musinsa.com/app/goods/1322219,49900,"
남
",바지,데님팬츠,003,003002
710,리얼 와이드 벨티드 슬랙스 [더스티 베이지],https://www.musinsa.com/app/goods/2116440,47900,"
남
여
",바지,슈트팬츠/슬랙스,003,003008
711,코듀라 스퀘어 웨이스트 백 [블랙],https://www.musinsa.com/app/goods/1604117,23900,"
남
",가방,웨이스트백,004,004007
712,글렌 체크 베이식 블레이저 [다크 베이지],https://www.musinsa.com/app/goods/1558196,85900,"
남
",아우터,슈트/블레이저재킷,002,002003
